Name	Parent	RootTemplate	ModifierType	Act	Level	UseAPCost	Value	Weight	ComboCategory	Requirements	Strength	Finesse	Intelligence	Constitution	Memory	Wits	Vitality	Armor	PiercingResistance	PhysicalResistance	FireResistance	EarthResistance	WaterResistance	AirResistance	PoisonResistance	Flags	InventoryTab	AddToBottomBar	IgnoredByAI	RuneLevel	RuneEffectWeapon	RuneEffectUpperbody	RuneEffectAmulet	ObjectCategory	MinAmount	MaxAmount	Priority	Unique	MinLevel	MaxLevel	Comment	
SCROLL_Shout_SpiderLegs	_Scrolls	88c8d840-4049-4bc7-896f-be2d72faafb1			9	1	260																																			
SCROLL_Shout_SteelSkin	_Scrolls	f254e280-1496-4183-880a-d8556dcd2022			1	2	60																																			
SCROLL_Shout_SummonInnerDemon	_Scrolls	71ea8699-004f-4477-a12d-b20bbf3adea2				1																																				
SCROLL_Shout_Supernova	_Scrolls	ace02511-1b5b-4395-a55a-73ec7ef6e5d1			5	3	100																																			
SCROLL_Shout_VacuumAura	_Scrolls	fa73a3b5-62dd-4695-bd11-29750337be3d			13	2	350																																			
SCROLL_Shout_Wings	_Scrolls	a60b43f1-6fe8-409b-a9a7-67552d70e065			5	1	120																														1		13			
_RecipeBooks					1	0	5	50						0												BleedingImmunity;SleepingImmunity;PoisonImmunity	Misc															
BOOK_RCP_Runecrafting_1	_RecipeBooks	c11b601d-f28a-466f-b2e2-cc6bbb48122e			5		16																											Book	1	1	2		5			
BOOK_RCP_Runecrafting_2	_RecipeBooks	12df5bbd-af8b-4150-92af-e708f490579b			5		16																											Book	1	1	2		5			
BOOK_RCP_Runecrafting_3	_RecipeBooks	3f5e7de1-bc14-467e-a574-7cee8dc83eb6			5		16																											Book	1	1	2		5			
BOOK_RCP_Runecrafting_4	_RecipeBooks	478affcf-81a4-4ca6-9536-df3134ed0727			5		16																											Book	1	1	2		5			
BOOK_RCP_Runecrafting_5	_RecipeBooks	80c1de83-abc6-45e3-8737-6be095410880			5		16																											Book	1	1	2		5			
BOOK_RCP_Runecrafting_6	_RecipeBooks	57063199-6957-4168-931c-98e679d4c490			5		16																											Book	1	1	2		5			
BOOK_RCP_Runecrafting_7	_RecipeBooks	b6a6f01b-558b-40d6-93a9-61497b194c33			5		16																											Book	1	1	2		5			
BOOK_RCP_Runecrafting_8	_RecipeBooks	b26b991f-cf5c-417c-b815-17baa86b4fb0			5		16																											Book	1	1	2		5			
BOOK_RCP_Arrows_1	_RecipeBooks	d9861862-fe0e-4dcf-80aa-ee6f7cd85ac4					8																											Book	1	1	2					
BOOK_RCP_Arrows_2	_RecipeBooks	b37242a9-6d17-4735-a379-3cd64c5cfc9e					8																											Book	1	1	2					
BOOK_RCP_Arrows_3	_RecipeBooks	e5262f53-ddf7-42d0-bbb4-df002335552f					8																											Book	1	1	2					
BOOK_RCP_Arrows_4	_RecipeBooks	4adac682-f3ae-4b02-bae4-cc0b70665b38					8																											Book	1	1	2					
BOOK_RCP_Arrows_5	_RecipeBooks	96e11e36-15d9-4e62-b771-31469c6d0278			9		28																											Book	1	1	2		9			
BOOK_RCP_Magic_1	_RecipeBooks	dc81c95c-ac77-4cf9-8590-aa22f7615a3d			9		31																											Book	1	1	2		9			
BOOK_RCP_Magic_2	_RecipeBooks	43b6f8bc-d166-453a-bc9c-00b1b3fefd50			9		31																											Book	1	1	2		9			
BOOK_RCP_Magic_3	_RecipeBooks	6c72f6bb-8c44-4ffb-80ee-19d6250cd612			9		31																											Book	1	1	2		9			
BOOK_RCP_Magic_4	_RecipeBooks	c29ca535-d366-4bbd-836b-49647ab2ff78			5		10																											Book	1	1	2		5			
BOOK_RCP_Magic_5	_RecipeBooks	3e67e43e-1864-4ada-83e1-e5cbb0ac6f0f			5		10																											Book	1	1	2		5			
BOOK_RCP_Magic_6	_RecipeBooks	5b89ba40-171d-4d6f-804b-e61c695aea3e			5		10																											Book	1	1	2		5			
BOOK_RCP_Magic_7	_RecipeBooks	09606c1d-d6dc-476b-a085-757c8d69416e			5		10																											Book	1	1	2		5			
BOOK_RCP_Potions_2	_RecipeBooks	2516d75d-2a5f-4ac0-8e55-129af56aa54f																																Book	1	1	2					
BOOK_RCP_Potions_3	_RecipeBooks	66ef35e7-c3e7-4638-8950-65215ee8fcd3																																Book	1	1	2					
BOOK_RCP_Potions_4	_RecipeBooks	b294a57c-c66a-4404-8e5a-c7f816d62a48																																Book	1	1	2					
BOOK_RCP_Potions_5	_RecipeBooks	4597e5aa-8d1b-4e59-946b-cec062cdce71																																Book	1	1	2					
BOOK_RCP_Potions_6	_RecipeBooks	a8f0d142-d6e7-451f-9049-ee4f1f0ec7cf																																Book	1	1	2					
BOOK_RCP_Potions_7	_RecipeBooks	53c1fe7f-4353-4f54-a8aa-2d0310e51c84																																Book	1	1	2					
BOOK_RCP_Potions_8	_RecipeBooks	9f8216f1-7c1a-4913-be4e-8ebf9d3cac40																																Book	1	1	2					
BOOK_RCP_Potions_9	_RecipeBooks	9c26359b-0409-421d-915e-eee0881846ed																																Book	1	1	2					
BOOK_RCP_Potions_10	_RecipeBooks	b89de8ce-0060-45a0-9706-1eb20769bfae																																Book	1	1	2					
BOOK_RCP_Potions_11	_RecipeBooks	88394206-225e-44c7-b560-d9ea56e7e8d8																																Book	1	1	2					
BOOK_RCP_Potions_12	_RecipeBooks	df2f5685-fe5b-4330-951b-ab2b7cd5dde7																																Book	1	1	2					
BOOK_RCP_Potions_13	_RecipeBooks	b515d847-8586-44e7-90c8-f9564a186e3d																																Book	1	1	2					
BOOK_RCP_Potions_14	_RecipeBooks	ebbd9f5c-765c-4ddc-bf57-59dc7e17cc68																																Book	1	1	2					
BOOK_RCP_Potions_15	_RecipeBooks	d21d5d99-5d10-4084-ae16-639686a0529d																																Book	1	1	2					
BOOK_RCP_Potions_16	_RecipeBooks	07113b88-e41e-4a9f-8388-8fd2d570f15e																																Book	1	1	2					
BOOK_RCP_Potions_17	_RecipeBooks	0c19a2fb-4706-4396-8d9f-3f536bc1d663																																Book	1	1	2					
BOOK_RCP_Potions_18	_RecipeBooks	a3c8a39d-b8aa-450d-9793-012330992855																																Book	1	1	2					
BOOK_RCP_Grenades_1	_RecipeBooks	9469fe6c-2a62-4e5d-9159-ddb3e099cade																																Book	1	1	2					
BOOK_RCP_Grenades_2	_RecipeBooks	8ad40d1c-8663-40c6-b38b-17fd80a7ed24																																Book	1	1	2					
BOOK_RCP_Grenades_3	_RecipeBooks	8291a612-6147-431f-9ca4-3743a5bb4cef																																Book	1	1	2					
BOOK_RCP_Grenades_4	_RecipeBooks	9de3e2a3-b2b8-40e2-b5a3-58224f5ae325																																Book	1	1	2					
BOOK_RCP_Grenades_5	_RecipeBooks	706d5659-24ea-4fc6-8c1a-990e60ee3718																																Book	1	1	2					
BOOK_RCP_Grenades_6	_RecipeBooks	cbea80aa-c2e1-4e4a-833f-8e6a027d4f13																																Book	1	1	2					
BOOK_RCP_Grenades_7	_RecipeBooks	ad65bf18-c9e9-4978-8e1e-488ef6a61f01			9		10																											Book	1	1	2		9			
BOOK_RCP_Grenades_8	_RecipeBooks	f8f388a0-ed66-4922-9eb5-d3fc4e73acce			9		10																											Book	1	1	2		9			
BOOK_RCP_Grenades_9	_RecipeBooks	301f6a51-583e-46e8-ad9f-80dec0a8fd72																																Book	1	1	2					
BOOK_RCP_Grenades_10	_RecipeBooks	e6b6a5f3-4117-441b-891d-19fca15b0792																																Book	1	1	2					
BOOK_RCP_Grenades_MindMaggots	_RecipeBooks	19d2becb-a29e-4be4-a5df-3bf5bd5ea7c4			9		120																																1	20		
BOOK_RCP_Clothes_1	_RecipeBooks	1d53074e-ab27-423f-a212-0b8f68b7477e																																Book	1	1	2			8		
BOOK_RCP_Clothes_2	_RecipeBooks	7cef88db-fa79-4b69-ad57-ef851c47b35c																																Book	1	1	2			8		
BOOK_RCP_Food1	_RecipeBooks	7f6490db-c36d-43c1-bdf2-09ddf2c054c3																																Book	1	1	2					
BOOK_RCP_Food2	_RecipeBooks	1c740324-6944-457b-ab0d-d574f32ecc63																																Book	1	1	2					
BOOK_RCP_Magic_10	_RecipeBooks	c4f2f755-f15b-44b2-9193-7069059e4269																																Book	1	1	2					
BOOK_RCP_Magic_11	_RecipeBooks	ce17a521-e3f2-4173-9817-2d892d0afd87			4		20																											Book	1	1	2		4			
BOOK_RCP_Magic_8	_RecipeBooks	3be8ed97-a776-4834-8eb1-34f617c323b4			9																													Book	1	1	2					
BOOK_RCP_Magic_9	_RecipeBooks	c312d64b-cef3-42d9-a508-144246335b11			9																													Book	1	1	2					
BOOK_RCP_Runecrafting_9	_RecipeBooks	62e1d131-46e8-4953-93be-ca365a929af1			13																													Book	1	1	2					
BOOK_RCP_Weapons_1	_RecipeBooks	ed9a7a1b-b587-49cd-8b30-3144e0dcb014																																Book	1	1	2			8		
BOOK_RCP_Weapons_2	_RecipeBooks	a0ec38ab-4ad3-4253-b883-3c89ae5b189f																																Book	1	1	2			8		
BOOK_RCP_Weapons_3	_RecipeBooks	7382963f-8b6c-4192-8487-65ad1ba1f82c																																Book	1	1	2			8		
BOOK_RCP_Weapons_4	_RecipeBooks	0652de46-5638-40e6-82af-d8a71dfcf6ba																																Book	1	1	2			8		
BOOK_RCP_Weapons_5	_RecipeBooks	79b230a9-8c0e-4058-b74b-edc5bcbf6052																																Book	1	1	2			8		
_Lorebooks					1	0	5	100						0												BleedingImmunity;SleepingImmunity;PoisonImmunity	Misc															
BOOK_Surfaces	_Lorebooks	5212771d-7321-44a2-bf14-aacf3a4ea08c			1																													Book	1	1	2					
BOOK_Humanity	_Lorebooks	cf06d13f-5713-4516-a25b-84bff148328f			1																													Book	1	1	2					
BOOK_PlayLucian	_Lorebooks	0b52c126-79ce-4f51-a42f-78bfbc29b76f			1																													Book	1	1	2					
BOOK_SillyBlanks	_Lorebooks	47de88eb-1b77-495b-bd1a-d76eba404a9d			1																													Book	1	1	2					
BOOK_Troll	_Lorebooks	c9754436-8d8b-4993-aa9a-5485d1ae15f1			10																													Book	1	1	2		10			
BOOK_Arx01	_Lorebooks	e8196a2b-761f-43b6-87ee-95838be5bf51			10																													Book	1	1	2		10			
BOOK_Arx02	_Lorebooks	69f887d5-01a9-442c-b86d-9b767dc39de1			10																													Book	1	1	2		10			
BOOK_LucianDay	_Lorebooks	16388e22-5ef4-4d5c-89fa-912ba8f82a38			10																													Book	1	1	2		10			
BOOK_Lighthouse	_Lorebooks	9e05e25f-43c7-4d16-baa3-9b57129e266a			10																													Book	1	1	2		10	15		
BOOK_Healer	_Lorebooks	f2ee73da-e60d-474c-8085-df28f3a88c8b			10																													Book	1	1	2		10	15		
BOOK_Witch	_Lorebooks	a4737d72-7a25-4ea8-afa1-cace0324f8da			10																													Book	1	1	2		10	15		
BOOK_Petrification	_Lorebooks	3e202684-c3cb-4e60-9b39-5b46d37db68a			10																													Book	1	1	1		10	15		
BOOK_MIL_ElvenTrialBook	_Lorebooks	38213988-ce9f-4745-9253-3bd14d0ae131			10																													Book	1	1	1		10	15		
BOOK_Phoenix	_Lorebooks	bef6c9c6-6d21-4a14-983f-44fccda4f3e9			10																													Book	1	1	1		10	15		
_OldRecipeBooks																																										
BOOK_RCP_Cooking2	_Generics	5a897944-7ce7-4812-804e-bdd30f5536ef																																								
BOOK_RCP_Cooking1	_Generics	0167d959-428e-48d2-931a-004f68e7f3ad																																								
BOOK_RCP_Cooking3	_Generics	f1e6ffd8-d61a-4935-aae9-5eaf15334d00																																								
BOOK_RCP_Cooking4	_Generics	8c278980-0d4e-4c24-9b27-7b56a9a61578																																								
BOOK_RCP_Cooking5	_Generics	45cdfb8b-bb2e-424d-9f28-0a18eb6bbf4d																																								
BOOK_RCP_Survivor5	_Generics	37fbf1a1-5f3a-4894-8cf2-627d8e5e1d4a																																								
BOOK_RCP_Survivor14	_Generics	79d2191d-6669-40a8-9a07-fd8d4a0f3601																																								
BOOK_RCP_Survivor16	_Generics	36a73e0e-7a65-4872-ac3c-a31c7155ad69																																								
BOOK_RCP_Survivor18	_Generics	f485f6dc-1214-467e-ac9d-b6feb29d56dd																																								
BOOK_RCP_Survivor20	_Generics	4354433e-b6b7-4175-927a-753fe3b16f81																																								
BOOK_RCP_Legionnaire	_Generics	a1925a5e-605f-4bd0-b0cb-97dc595e2257																																								
_NonMagicalWands																																										
LOOT_Wand_A	_Generics	446f1b0a-2e30-40d9-b72c-b52c7634c8c5			4		50	250	EmptyWand																		Ingredient															
LOOT_Wand_B	_Generics	13c3c074-ed6f-4f7f-804f-a609b0aad6dc			8		50	250	EmptyWand																		Ingredient															
LOOT_Wand_C	_Generics	e58b8091-bbbb-405a-9778-2373ceba6243			12		50	250	EmptyWand																		Ingredient															
LOOT_Wand_D	_Generics	33339930-3323-4271-b95a-bfb3b13696f2			16		50	250	EmptyWand																		Ingredient															
_Totems			Item	1	1		0	500						2																												
TOTEM_Fire	_Totems																				100					Torch;StunImmunity;PoisonImmunity;CharmImmunity;FearImmunity;KnockdownImmunity;MuteImmunity;BleedingImmunity;CrippledImmunity;BlindImmunity;CursedImmunity;WeakImmunity;SlowedImmunity;DiseasedImmunity;InfectiousDiseasedImmunity																
TOTEM_Wood	_Totems																																									
TOTEM_Water	_Totems																						100																			
TOTEM_Air	_Totems																							100																		
TOTEM_Poison	_Totems																								100																	
CS_WitchCauldron_A	FUR_BoilingPot_A	45e98ab9-d9b3-4240-b0b0-9d548c036233																																								
Gen_Cloth_Heavy	Gen_Cloth							10000																																		
